issue,openTime,frontWinningNum,backWinningNum,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,单选注数,单选奖金,组三注数,组三奖金,组六注数,组六奖金,奇数,偶数,大号,小号,一区,二区,三区,二连,三连,二跳,三跳,重号,邻号,孤号,和值,AC,跨度
2026205,2026-08-03,8 1 4,,8 1 4,,106516632.0,,,,星期一,172.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,1,1,1,0,0,0,0,1.0,1.0,1.0,13.0,1.0,7.0
2026204,2026-08-02,9 7 8,,9 7 8,,106652492.0,,,,星期日,832.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,7,8,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,0,0,3,0,1,0,0,0.0,0.0,3.0,24.0,0.0,2.0
2026203,2026-08-01,4 3 5,,4 3 5,,105017956.0,,,,星期六,34.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,3,5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,1,2,0,0,1,0,0,0.0,0.0,3.0,12.0,0.0,2.0
2026202,2026-07-31,9 8 8,,9 8 8,,115106130.0,,,,星期五,770.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,8,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0,0,0,3,1,0,0,0,0.0,0.0,3.0,25.0,-1.0,1.0
2026201,2026-07-30,3 2 1,,3 2 1,,112870158.0,,,,星期四,937.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,3,3,0,0,0,1,0,0,2.0,3.0,-2.0,6.0,0.0,2.0
2026200,2026-07-29,9 1 2,,9 1 2,,112497770.0,,,,星期三,54.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,2,0,1,1,0,0,0,2.0,1.0,0.0,12.0,1.0,8.0
2026199,2026-07-28,5 9 1,,5 9 1,,107329046.0,,,,星期二,510.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,9,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,1,1,1,0,0,0,0,1.0,2.0,0.0,15.0,0.0,8.0
2026198,2026-07-27,6 8 5,,6 8 5,,105595438.0,,,,星期一,216.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0,0,2,1,1,0,1,0,0.0,0.0,3.0,19.0,1.0,3.0
2026197,2026-07-26,2 3 2,,2 3 2,,107804510.0,,,,星期日,443.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,3,3,0,0,1,0,0,0,0.0,3.0,0.0,7.0,-1.0,1.0
2026196,2026-07-25,4 1 9,,4 1 9,,105675128.0,,,,星期六,266.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,1,9,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,1,1,1,0,0,0,0,0.0,2.0,1.0,14.0,1.0,8.0
2026195,2026-07-24,2 7 5,,2 7 5,,108062604.0,,,,星期五,473.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,7,5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,1,1,0,0,1,0,1.0,2.0,0.0,14.0,1.0,5.0
2026194,2026-07-23,2 8 3,,2 8 3,,105643658.0,,,,星期四,100.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,2,0,1,1,0,0,0,1.0,1.0,1.0,13.0,1.0,6.0
2026193,2026-07-22,2 5 4,,2 5 4,,107397096.0,,,,星期三,858.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,1,2,0,1,0,1,0,3.0,2.0,-2.0,11.0,1.0,3.0
2026192,2026-07-21,4 2 5,,4 2 5,,106726524.0,,,,星期二,116.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,1,2,0,1,0,1,0,0.0,1.0,2.0,11.0,1.0,3.0
2026191,2026-07-20,9 0 6,,9 0 6,,105772354.0,,,,星期一,746.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,0,6,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,1,1,1,0,0,0,0,2.0,0.0,1.0,15.0,1.0,9.0
2026190,2026-07-19,0 2 6,,0 2 6,,103521134.0,,,,星期日,716.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,2,2,1,0,0,0,1,0,0.0,1.0,2.0,8.0,1.0,6.0
2026189,2026-07-18,5 5 8,,5 5 8,,102874882.0,,,,星期六,226.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,5,8,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,0,2,1,0,0,0,0,0.0,3.0,0.0,18.0,-1.0,3.0
2026188,2026-07-17,9 6 9,,9 6 9,,111362120.0,,,,星期五,841.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,6,9,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,0,1,2,0,0,0,0,0.0,0.0,3.0,24.0,-1.0,3.0
2026187,2026-07-16,0 2 3,,0 2 3,,108518834.0,,,,星期四,805.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,3,3,0,0,1,0,1,0,1.0,1.0,1.0,5.0,1.0,3.0
2026186,2026-07-15,0 4 5,,0 4 5,,108142480.0,,,,星期三,13.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,1,2,0,1,0,0,0,0.0,1.0,2.0,9.0,1.0,5.0
2026185,2026-07-14,3 9 7,,3 9 7,,107656982.0,,,,星期二,824.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,9,7,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,1,0,2,0,0,1,0,1.0,1.0,1.0,19.0,1.0,6.0
2026184,2026-07-13,9 0 2,,9 0 2,,110134614.0,,,,星期一,615.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,2,0,1,0,0,1,0,2.0,1.0,0.0,11.0,1.0,9.0
2026183,2026-07-12,9 2 3,,9 2 3,,104867924.0,,,,星期日,852.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,2,3,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,2,0,1,1,0,0,0,1.0,1.0,1.0,14.0,1.0,7.0
2026182,2026-07-11,6 6 2,,6 6 2,,103550430.0,,,,星期六,320.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,1,1,2,0,0,0,0,0,0.0,1.0,2.0,14.0,-1.0,4.0
2026181,2026-07-10,8 1 8,,8 1 8,,106520302.0,,,,星期五,314.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,1,0,2,0,0,0,0,0.0,1.0,2.0,17.0,-1.0,7.0
2026180,2026-07-09,5 2 0,,5 2 0,,101692694.0,,,,星期四,496.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,2,1,0,0,0,1,0,0.0,1.0,2.0,7.0,1.0,5.0
2026179,2026-07-08,9 9 3,,9 9 3,,103143006.0,,,,星期三,105.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,9,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,1,0,2,0,0,0,0,0.0,1.0,2.0,21.0,-1.0,6.0
2026178,2026-07-07,2 6 6,,2 6 6,,104116692.0,,,,星期二,673.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,1,1,2,0,0,0,0,0,0.0,0.0,3.0,14.0,-1.0,4.0
2026177,2026-07-06,8 0 8,,8 0 8,,104873248.0,,,,星期一,427.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,1,1,0,2,0,0,0,0,0.0,2.0,1.0,16.0,-1.0,8.0
2026176,2026-07-05,2 6 9,,2 6 9,,108977218.0,,,,星期日,988.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,6,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,1,1,1,0,0,0,0,1.0,1.0,1.0,17.0,1.0,7.0
2026175,2026-07-04,4 2 1,,4 2 1,,107009838.0,,,,星期六,255.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,3,2,1,0,1,0,1,0,1.0,1.0,1.0,7.0,1.0,3.0
