issue,openTime,pool_full_size,pool_size_drop0,cover_full_drop0,hit_drop0_top15,hit_drop0_top20,hit_drop0_top25,hit_drop0_top30,hit_drop0_top40,pool_size_drop10,cover_full_drop10,hit_drop10_top15,hit_drop10_top20,hit_drop10_top25,hit_drop10_top30,hit_drop10_top40,pool_size_drop20,cover_full_drop20,hit_drop20_top15,hit_drop20_top20,hit_drop20_top25,hit_drop20_top30,hit_drop20_top40,pool_size_drop30,cover_full_drop30,hit_drop30_top15,hit_drop30_top20,hit_drop30_top25,hit_drop30_top30,hit_drop30_top40,pool_size_drop40,cover_full_drop40,hit_drop40_top15,hit_drop40_top20,hit_drop40_top25,hit_drop40_top30,hit_drop40_top40,pool_size_drop50,cover_full_drop50,hit_drop50_top15,hit_drop50_top20,hit_drop50_top25,hit_drop50_top30,hit_drop50_top40
2021061,2021-03-12,67,67,19,4,5,5,6,11,57,17,4,5,5,6,11,47,13,4,5,5,6,11,37,9,4,5,5,6,9,27,6,4,5,5,6,6,17,2,2,2,2,2,2
2021062,2021-03-13,69,69,16,3,4,5,5,8,59,11,3,4,5,5,8,49,10,3,4,5,5,8,39,8,3,4,5,5,8,29,7,3,4,5,7,7,19,4,4,4,4,4,4
2021063,2021-03-14,69,69,18,2,2,4,6,10,59,14,2,2,4,6,10,49,12,2,2,4,6,10,39,9,2,2,4,6,9,29,7,2,2,5,7,7,19,3,1,3,3,3,3
2021064,2021-03-15,69,69,17,3,4,6,7,10,59,12,3,4,6,7,10,49,11,3,4,6,7,10,39,10,3,4,6,7,10,29,8,3,4,6,8,8,19,5,3,5,5,5,5
2021065,2021-03-16,68,68,17,1,3,3,4,6,58,13,1,3,3,4,6,48,9,1,3,3,4,6,38,5,1,3,3,4,5,28,4,1,3,3,4,4,18,3,3,3,3,3,3
2021066,2021-03-17,70,70,15,4,5,5,5,8,60,14,4,5,5,5,8,50,11,4,5,5,5,8,40,8,4,5,5,5,8,30,7,4,5,5,7,7,20,4,4,4,4,4,4
2021067,2021-03-18,69,69,17,3,6,9,11,13,59,15,3,6,9,11,13,49,14,3,6,9,11,13,39,11,3,6,9,11,11,29,9,3,6,9,9,9,19,7,3,7,7,7,7
2021068,2021-03-19,64,64,17,2,4,4,7,8,54,12,2,4,4,7,8,44,8,2,4,4,7,8,34,5,2,4,4,5,5,24,5,2,4,5,5,5,14,3,3,3,3,3,3
2021069,2021-03-20,68,68,18,4,6,7,9,11,58,14,4,6,7,9,11,48,12,4,6,7,9,11,38,11,4,6,7,9,11,28,9,4,6,7,9,9,18,4,3,4,4,4,4
2021070,2021-03-21,68,68,16,4,5,6,7,9,58,14,4,5,6,7,9,48,11,4,5,6,7,9,38,10,4,5,6,7,10,28,7,4,5,6,7,7,18,4,3,4,4,4,4
2021071,2021-03-22,66,66,13,5,6,6,6,7,56,12,5,6,6,6,7,46,9,5,6,6,6,7,36,7,5,6,6,6,7,26,7,5,6,6,7,7,16,5,5,5,5,5,5
2021072,2021-03-23,63,63,15,4,6,6,8,8,53,11,4,6,6,8,8,43,9,4,6,6,8,9,33,8,4,6,7,8,8,23,5,4,5,5,5,5,13,3,3,3,3,3,3
2021073,2021-03-24,67,67,16,4,5,7,8,8,57,13,4,5,7,8,8,47,10,4,5,7,8,8,37,8,4,5,7,8,8,27,6,4,5,5,6,6,17,5,5,5,5,5,5
2021074,2021-03-25,66,66,14,1,1,3,5,5,56,11,1,1,3,5,5,46,8,1,1,3,5,5,36,5,1,1,3,5,5,26,4,1,1,4,4,4,16,1,1,1,1,1,1
2021075,2021-03-26,68,68,16,2,5,7,9,9,58,13,2,5,7,9,9,48,11,2,5,7,9,9,38,10,2,5,7,9,10,28,7,2,5,7,7,7,18,3,1,3,3,3,3
2021076,2021-03-27,65,65,14,3,4,6,7,10,55,12,3,4,6,7,10,45,11,3,4,6,7,10,35,9,3,4,6,7,9,25,6,3,4,6,6,6,15,3,3,3,3,3,3
2021077,2021-03-28,69,69,17,4,4,5,8,11,59,16,4,4,5,8,11,49,12,4,4,5,8,11,39,11,4,4,5,8,11,29,7,4,4,5,7,7,19,4,3,4,4,4,4
2021078,2021-03-29,70,70,16,3,7,8,8,10,60,12,3,7,8,8,10,50,12,3,7,8,8,10,40,10,3,7,8,8,10,30,9,3,7,8,9,9,20,8,6,8,8,8,8
2021079,2021-03-30,65,65,15,3,5,6,9,12,55,13,3,5,6,9,12,45,12,3,5,6,9,12,35,10,3,5,6,8,10,25,6,3,4,6,6,6,15,2,2,2,2,2,2
2021080,2021-03-31,67,67,18,2,4,4,5,8,57,14,2,4,4,5,8,47,10,2,4,4,5,8,37,8,2,4,4,5,8,27,5,2,4,4,5,5,17,4,4,4,4,4,4
2021081,2021-04-01,71,71,18,6,8,8,9,12,61,18,6,8,8,9,12,51,15,6,8,8,9,12,41,13,6,8,8,9,12,31,10,6,8,8,10,10,21,6,5,6,6,6,6
2021082,2021-04-02,67,67,18,4,5,5,5,9,57,15,4,5,5,5,9,47,12,4,5,5,5,9,37,7,4,5,5,5,7,27,5,4,5,5,5,5,17,5,5,5,5,5,5
2021083,2021-04-03,66,66,19,4,6,7,7,10,56,15,4,6,7,7,10,46,12,4,6,7,7,10,36,9,4,6,7,7,9,26,8,4,6,7,8,8,16,5,5,5,5,5,5
2021084,2021-04-04,68,68,16,5,6,7,7,11,58,14,5,6,7,7,11,48,11,5,6,7,7,11,38,10,5,6,7,7,10,28,10,5,6,8,10,10,18,6,5,6,6,6,6
2021085,2021-04-05,68,68,17,2,2,3,5,8,58,15,2,2,3,5,8,48,9,2,2,3,5,8,38,7,2,2,3,5,7,28,6,2,2,5,6,6,18,2,1,2,2,2,2
2021086,2021-04-06,69,69,18,4,4,5,6,8,59,14,4,4,5,6,8,49,9,4,4,5,6,8,39,7,4,4,5,6,7,29,6,4,4,5,6,6,19,4,3,4,4,4,4
2021087,2021-04-07,70,70,18,4,5,7,8,9,60,12,4,5,7,8,9,50,10,4,5,7,8,9,40,9,4,5,7,8,9,30,7,4,5,7,7,7,20,6,5,6,6,6,6
2021088,2021-04-08,68,68,19,2,3,5,6,10,58,15,2,3,5,6,10,48,11,2,3,5,6,10,38,9,2,3,5,6,9,28,8,2,3,5,8,8,18,3,1,3,3,3,3
2021089,2021-04-09,70,70,18,7,10,10,10,12,60,16,7,10,10,10,12,50,14,7,10,10,10,12,40,12,7,10,10,10,12,30,10,7,10,10,10,10,20,6,6,6,6,6,6
2021090,2021-04-10,67,67,15,3,4,6,7,8,57,11,3,4,6,7,8,47,8,3,4,6,7,8,37,8,3,4,6,7,8,27,5,3,4,5,5,5,17,4,3,4,4,4,4
2021091,2021-04-11,67,67,17,6,7,10,10,14,57,16,6,7,10,10,14,47,15,6,7,10,10,14,37,13,6,7,10,10,13,27,8,6,7,8,8,8,17,5,4,5,5,5,5
2021092,2021-04-12,65,65,16,3,5,6,8,10,55,13,3,5,6,8,10,45,11,3,5,6,8,10,35,8,3,5,6,8,8,25,6,3,5,6,6,6,15,4,4,4,4,4,4
2021093,2021-04-13,68,68,19,0,3,4,6,9,58,16,0,3,4,6,9,48,11,0,3,4,6,9,38,9,0,3,4,6,9,28,5,0,3,4,5,5,18,3,2,3,3,3,3
2021094,2021-04-14,70,70,16,4,5,6,8,11,60,14,4,5,6,8,11,50,13,4,5,6,8,11,40,11,4,5,6,8,11,30,7,4,5,6,7,7,20,5,4,5,5,5,5
2021095,2021-04-15,68,68,18,5,7,8,8,11,58,14,5,7,8,8,11,48,12,5,7,8,8,11,38,10,5,7,8,8,10,28,9,5,7,8,9,9,18,6,5,6,6,6,6
2021096,2021-04-16,66,66,16,6,7,8,8,9,56,14,6,7,8,8,9,46,11,6,7,8,8,9,36,10,6,7,8,8,10,26,8,6,7,7,8,8,16,6,6,6,6,6,6
2021097,2021-04-17,64,64,16,3,3,3,5,9,54,13,3,3,3,5,9,44,12,3,3,3,5,9,34,7,3,3,3,4,7,24,4,3,3,4,4,4,14,2,2,2,2,2,2
2021098,2021-04-18,67,67,16,3,5,7,8,10,57,14,3,5,7,8,10,47,13,3,5,7,8,10,37,9,3,5,7,8,9,27,6,3,5,6,6,6,17,3,2,3,3,3,3
2021099,2021-04-19,68,68,18,4,7,7,8,9,58,15,4,7,7,8,9,48,11,4,7,7,8,9,38,8,4,7,7,8,8,28,7,4,7,7,7,7,18,4,4,4,4,4,4
2021100,2021-04-20,69,69,18,5,7,8,9,10,59,16,5,7,8,9,10,49,12,5,7,8,9,10,39,11,5,7,8,9,11,29,9,5,7,8,9,9,19,6,5,6,6,6,6
2021101,2021-04-21,67,67,16,5,5,7,7,9,57,14,5,5,7,7,9,47,12,5,5,7,7,9,37,7,5,5,7,7,7,27,5,5,5,5,5,5,17,4,4,4,4,4,4
2021102,2021-04-22,68,68,17,2,3,5,6,12,58,17,2,3,5,6,12,48,14,2,3,5,6,12,38,8,2,3,5,6,8,28,5,2,3,4,5,5,18,3,2,3,3,3,3
2021103,2021-04-23,67,67,17,2,5,7,8,11,57,14,2,5,7,8,11,47,12,2,5,7,8,11,37,10,2,5,7,8,10,27,8,2,5,7,8,8,17,3,2,3,3,3,3
2021104,2021-04-24,68,68,15,1,1,3,3,5,58,12,1,1,3,3,5,48,8,1,1,3,3,5,38,5,1,1,3,3,5,28,5,1,1,3,5,5,18,3,1,3,3,3,3
2021105,2021-04-25,70,70,16,3,5,5,7,9,60,15,3,5,5,7,9,50,13,3,5,5,7,9,40,10,3,5,5,7,10,30,7,3,5,5,7,7,20,4,4,4,4,4,4
2021106,2021-04-26,69,69,18,8,9,9,9,12,59,14,8,9,9,9,12,49,13,8,9,9,9,12,39,12,8,9,9,9,12,29,11,8,9,9,11,11,19,6,5,6,6,6,6
2021107,2021-04-27,64,64,16,5,5,6,7,7,54,13,5,5,6,7,7,44,9,5,5,6,7,7,34,6,5,5,6,6,6,24,6,5,5,6,6,6,14,4,4,4,4,4,4
2021108,2021-04-28,67,67,17,4,6,6,7,11,57,14,4,6,6,7,11,47,12,4,6,6,7,11,37,9,4,6,6,7,9,27,7,4,6,7,7,7,17,6,6,6,6,6,6
2021109,2021-04-29,66,66,16,5,5,5,6,10,56,14,5,5,5,6,10,46,10,5,5,5,6,10,36,7,5,5,5,6,7,26,6,5,5,6,6,6,16,5,5,5,5,5,5
2021110,2021-04-30,67,67,16,2,4,4,6,9,57,11,2,4,4,6,9,47,10,2,4,4,6,9,37,8,2,4,4,6,8,27,8,2,4,6,8,8,17,4,3,4,4,4,4
2021111,2021-05-01,67,67,15,4,5,6,6,10,57,13,4,5,6,6,10,47,11,4,5,6,6,10,37,8,4,5,6,6,8,27,6,4,5,6,6,6,17,5,4,5,5,5,5
2021112,2021-05-02,66,66,15,5,6,7,8,9,56,12,5,6,7,8,9,46,11,5,6,7,8,9,36,9,5,6,7,8,9,26,7,5,5,7,7,7,16,5,5,5,5,5,5
2021113,2021-05-03,67,67,17,4,6,7,9,12,57,17,4,6,7,9,12,47,15,4,6,7,9,12,37,11,4,6,7,9,11,27,9,4,7,8,9,9,17,6,5,6,6,6,6
2021114,2021-05-04,64,64,15,3,5,5,6,8,54,14,3,5,5,6,8,44,10,3,5,5,6,8,34,8,3,5,5,6,8,24,5,3,5,5,5,5,14,4,4,4,4,4,4
2021115,2021-05-05,65,65,20,2,4,6,7,11,55,17,2,4,6,7,11,45,11,2,4,6,7,11,35,8,2,4,6,7,8,25,4,2,4,4,4,4,15,4,4,4,4,4,4
2021116,2021-05-06,73,73,18,2,2,3,6,8,63,15,2,2,3,6,8,53,11,2,2,3,6,8,43,10,2,2,3,6,10,33,6,2,2,3,6,6,23,6,2,4,6,6,6
2021117,2021-05-07,71,71,17,4,5,5,7,8,61,13,4,5,5,7,8,51,11,4,5,5,7,8,41,9,4,5,5,7,8,31,7,4,5,5,6,7,21,3,2,3,3,3,3
2021118,2021-05-08,69,69,17,5,5,6,8,10,59,13,5,5,6,8,10,49,11,5,5,6,8,10,39,9,5,5,6,8,9,29,7,5,5,6,7,7,19,3,2,3,3,3,3
2021119,2021-05-09,69,69,15,2,3,4,4,8,59,13,2,3,4,4,8,49,10,2,3,4,4,8,39,7,2,3,4,4,7,29,6,2,3,4,6,6,19,2,2,2,2,2,2
2021120,2021-05-10,70,70,18,2,2,2,5,8,60,15,2,2,2,5,8,50,12,2,2,2,5,8,40,8,2,2,2,5,8,30,5,2,2,2,5,5,20,1,1,1,1,1,1
2021121,2021-05-11,72,72,18,4,5,6,8,10,62,15,4,5,6,8,10,52,14,4,5,6,8,10,42,12,4,5,6,8,11,32,10,4,5,6,9,10,22,7,4,6,7,7,7
2021122,2021-05-12,68,68,17,4,5,5,5,8,58,12,4,5,5,5,8,48,9,4,5,5,5,8,38,7,4,5,5,5,7,28,7,4,5,5,7,7,18,5,4,5,5,5,5
2021123,2021-05-13,69,69,17,3,5,7,7,12,59,15,3,5,7,7,12,49,13,3,5,7,7,12,39,10,3,5,7,7,10,29,9,3,5,7,9,9,19,5,3,5,5,5,5
2021124,2021-05-14,66,66,16,5,5,5,8,9,56,13,5,5,5,8,9,46,12,5,5,5,8,9,36,9,5,5,5,8,9,26,7,5,5,6,7,7,16,3,3,3,3,3,3
2021125,2021-05-15,68,68,14,4,4,7,9,10,58,13,4,4,7,9,10,48,11,4,4,7,9,10,38,10,4,4,7,9,10,28,7,4,4,6,7,7,18,4,2,4,4,4,4
2021126,2021-05-16,64,64,15,4,5,6,6,8,54,14,4,5,6,6,8,44,10,4,5,6,6,8,34,7,4,5,6,7,7,24,5,4,5,5,5,5,14,5,5,5,5,5,5
2021127,2021-05-17,66,66,17,6,6,7,8,11,56,13,6,6,7,8,11,46,12,6,6,7,8,11,36,10,6,6,7,8,10,26,7,6,6,7,7,7,16,5,5,5,5,5,5
2021128,2021-05-18,66,66,17,3,5,8,10,14,56,16,3,5,8,10,14,46,15,3,5,8,10,14,36,13,3,5,8,10,13,26,9,3,6,8,9,9,16,5,4,5,5,5,5
2021129,2021-05-19,66,66,18,5,8,9,10,12,56,17,5,8,9,10,12,46,13,5,8,9,10,12,36,12,5,8,9,10,12,26,10,5,8,10,10,10,16,6,5,6,6,6,6
2021130,2021-05-20,66,66,18,6,7,8,9,12,56,17,6,7,8,9,12,46,14,6,7,8,9,12,36,12,6,7,8,9,12,26,9,6,7,8,9,9,16,5,4,5,5,5,5
2021131,2021-05-21,65,65,18,2,4,5,6,7,55,13,2,4,5,6,7,45,10,2,4,5,6,7,35,6,2,4,5,6,6,25,5,2,4,5,5,5,15,4,4,4,4,4,4
2021132,2021-05-22,69,69,18,5,7,8,9,12,59,15,5,7,8,9,12,49,13,5,7,8,9,12,39,11,5,7,8,9,11,29,9,5,7,8,9,9,19,5,4,5,5,5,5
2021133,2021-05-23,67,67,17,3,5,6,8,10,57,13,3,5,6,8,10,47,11,3,5,6,8,10,37,9,3,5,6,8,9,27,7,3,5,6,7,7,17,4,3,4,4,4,4
2021134,2021-05-24,67,67,19,5,6,8,10,13,57,16,5,6,8,10,13,47,15,5,6,8,10,13,37,12,5,6,8,10,12,27,8,5,6,8,8,8,17,5,4,5,5,5,5
2021135,2021-05-25,68,68,19,5,5,8,9,12,58,16,5,5,8,9,12,48,14,5,5,8,9,12,38,10,5,5,8,9,10,28,8,5,5,7,8,8,18,6,5,6,6,6,6
2021136,2021-05-26,69,69,19,2,2,4,4,8,59,14,2,2,4,4,8,49,10,2,2,4,4,8,39,7,2,2,4,4,7,29,6,2,2,5,6,6,19,4,2,4,4,4,4
2021137,2021-05-27,71,71,18,3,3,4,6,9,61,16,3,3,4,6,9,51,13,3,3,4,6,9,41,9,3,3,4,6,9,31,6,3,3,4,6,6,21,5,3,5,5,5,5
2021138,2021-05-28,70,70,17,6,6,7,10,11,60,16,6,6,7,10,11,50,15,6,6,7,10,11,40,11,6,6,7,10,11,30,8,6,6,7,8,8,20,6,5,6,6,6,6
2021139,2021-05-29,67,67,17,2,3,4,6,10,57,13,2,3,4,6,10,47,12,2,3,4,6,10,37,9,2,3,4,6,9,27,6,2,3,5,6,6,17,3,2,3,3,3,3
2021140,2021-05-30,69,69,15,3,4,6,7,8,59,12,3,4,6,7,8,49,12,3,4,6,7,8,39,9,3,4,6,7,9,29,8,3,4,6,8,8,19,6,3,6,6,6,6
2021141,2021-05-31,66,66,18,4,5,6,7,9,56,14,4,5,6,7,9,46,11,4,5,6,7,9,36,10,4,5,6,7,10,26,6,4,5,6,6,6,16,4,4,4,4,4,4
2021142,2021-06-01,68,68,19,1,3,7,7,11,58,15,1,3,7,7,11,48,12,1,3,7,7,11,38,11,1,3,7,7,11,28,7,1,3,6,7,7,18,4,2,4,4,4,4
2021143,2021-06-02,70,70,18,5,6,6,7,10,60,13,5,6,6,7,10,50,12,5,6,6,7,10,40,10,5,6,6,7,10,30,6,5,6,6,6,6,20,4,4,4,4,4,4
2021144,2021-06-03,71,71,17,3,6,7,8,11,61,17,3,6,7,8,11,51,14,3,6,7,8,11,41,11,3,6,7,8,11,31,9,3,6,7,9,9,21,5,4,5,5,5,5
2021145,2021-06-04,67,67,18,2,4,5,7,11,57,16,2,4,5,7,11,47,11,2,4,5,7,11,37,10,2,4,5,7,10,27,6,2,4,5,6,6,17,4,4,4,4,4,4
2021146,2021-06-05,70,70,18,5,7,9,9,11,60,16,5,7,9,9,11,50,15,5,7,9,9,11,40,12,5,7,9,9,12,30,9,5,7,9,9,9,20,6,4,6,6,6,6
2021147,2021-06-06,66,66,17,4,7,7,8,11,56,14,4,7,7,8,11,46,13,4,7,7,8,11,36,10,4,7,7,8,10,26,8,4,7,8,8,8,16,6,6,6,6,6,6
2021148,2021-06-07,66,66,16,6,7,7,7,8,56,13,6,7,7,7,8,46,9,6,7,7,7,8,36,8,6,7,7,7,8,26,7,6,7,7,7,7,16,4,4,4,4,4,4
2021149,2021-06-08,66,66,18,3,4,6,8,11,56,16,3,4,6,8,11,46,12,3,4,6,8,11,36,10,3,4,6,8,10,26,7,3,4,6,7,7,16,3,3,3,3,3,3
2021150,2021-06-09,69,69,18,3,6,7,9,11,59,15,3,6,7,9,11,49,14,3,6,7,9,11,39,11,3,6,7,9,11,29,8,3,6,7,8,8,19,3,3,3,3,3,3
2021151,2021-06-10,68,68,18,4,6,8,8,10,58,17,4,6,8,8,10,48,14,4,6,8,8,10,38,8,4,6,8,8,8,28,7,4,6,7,7,7,18,6,5,6,6,6,6
2021152,2021-06-11,68,68,17,7,7,7,9,12,58,17,7,7,7,9,12,48,13,7,7,7,9,12,38,12,7,7,7,9,12,28,9,7,7,7,9,9,18,7,7,7,7,7,7
2021153,2021-06-12,66,66,17,4,5,7,9,10,56,14,4,5,7,9,10,46,11,4,5,7,9,10,36,10,4,5,7,9,10,26,9,4,7,9,9,9,16,5,5,5,5,5,5
2021154,2021-06-13,66,66,16,4,5,6,6,10,56,12,4,5,6,6,10,46,11,4,5,6,6,10,36,9,4,5,6,6,9,26,5,4,5,5,5,5,16,4,4,4,4,4,4
2021155,2021-06-14,65,65,17,2,2,3,6,9,55,16,2,2,3,6,9,45,11,2,2,3,6,9,35,8,2,2,3,6,8,25,4,2,2,4,4,4,15,1,1,1,1,1,1
2021156,2021-06-15,72,72,18,3,3,4,5,9,62,14,3,3,4,5,9,52,11,3,3,4,5,9,42,9,3,3,4,5,9,32,5,3,3,4,5,5,22,5,3,5,5,5,5
2021157,2021-06-16,70,70,15,4,5,6,6,8,60,11,4,5,6,6,8,50,9,4,5,6,6,8,40,8,4,5,6,6,8,30,6,4,5,6,6,6,20,4,3,4,4,4,4
2021158,2021-06-17,67,67,16,5,6,9,9,10,57,12,5,6,9,9,10,47,10,5,6,9,9,10,37,9,5,6,9,9,9,27,6,5,6,6,6,6,17,5,5,5,5,5,5
2021159,2021-06-18,66,66,14,2,5,5,6,8,56,13,2,5,5,6,8,46,10,2,5,5,6,8,36,7,2,5,5,6,7,26,4,2,3,4,4,4,16,3,3,3,3,3,3
2021160,2021-06-19,68,68,14,3,4,4,4,8,58,12,3,4,4,4,8,48,10,3,4,4,4,8,38,7,3,4,4,4,7,28,4,3,4,4,4,4,18,4,4,4,4,4,4
2021161,2021-06-20,67,67,17,3,5,6,7,10,57,14,3,5,6,7,10,47,13,3,5,6,7,10,37,8,3,5,6,7,8,27,7,3,5,7,7,7,17,5,4,5,5,5,5
2021162,2021-06-21,66,66,17,2,3,4,6,9,56,15,2,3,4,6,9,46,11,2,3,4,6,9,36,9,2,3,4,6,9,26,5,2,3,5,5,5,16,2,2,2,2,2,2
2021163,2021-06-22,70,70,17,6,7,8,9,11,60,14,6,7,8,9,11,50,13,6,7,8,9,11,40,11,6,7,8,9,11,30,10,6,7,8,10,10,20,8,6,8,8,8,8
2021164,2021-06-23,66,66,15,2,2,4,5,9,56,12,2,2,4,5,9,46,9,2,2,4,5,9,36,7,2,2,4,5,7,26,4,2,3,4,4,4,16,2,2,2,2,2,2
2021165,2021-06-24,68,68,19,4,6,6,6,10,58,15,4,6,6,6,10,48,13,4,6,6,6,10,38,9,4,6,6,6,9,28,8,4,6,6,8,8,18,4,4,4,4,4,4
2021166,2021-06-25,69,69,18,3,6,7,7,9,59,14,3,6,7,7,9,49,10,3,6,7,7,9,39,8,3,6,7,7,8,29,8,3,6,7,8,8,19,4,3,4,4,4,4
2021167,2021-06-26,68,68,16,1,4,5,8,11,58,15,1,4,5,8,11,48,12,1,4,5,8,11,38,10,1,4,5,8,10,28,6,1,4,5,6,6,18,3,3,3,3,3,3
2021168,2021-06-27,69,69,17,4,6,7,10,13,59,15,4,6,7,10,13,49,14,4,6,7,10,13,39,13,4,6,7,10,13,29,7,4,6,7,7,7,19,5,5,5,5,5,5
2021169,2021-06-28,67,67,15,4,5,6,8,9,57,13,4,5,6,8,9,47,10,4,5,6,8,9,37,8,4,5,6,8,8,27,7,4,5,7,7,7,17,6,5,6,6,6,6
2021170,2021-06-29,67,67,17,3,4,5,5,9,57,15,3,4,5,5,9,47,12,3,4,5,5,9,37,8,3,4,5,5,8,27,4,3,3,4,4,4,17,3,3,3,3,3,3
2021171,2021-06-30,67,67,16,6,7,8,8,9,57,13,6,7,8,8,9,47,10,6,7,8,8,9,37,10,6,7,8,8,10,27,8,6,7,8,8,8,17,7,6,7,7,7,7
2021172,2021-07-01,65,65,18,6,7,10,11,13,55,17,6,7,10,11,13,45,16,6,7,10,11,14,35,12,6,7,10,11,12,25,10,6,8,10,10,10,15,7,7,7,7,7,7
2021173,2021-07-02,64,64,16,4,5,7,9,10,54,14,4,5,7,9,10,44,10,4,5,7,9,10,34,8,4,5,7,8,8,24,6,4,5,6,6,6,14,4,4,4,4,4,4
2021174,2021-07-03,67,67,18,3,3,3,4,8,57,13,3,3,3,4,8,47,10,3,3,3,4,8,37,7,3,3,3,4,7,27,4,3,3,3,4,4,17,3,3,3,3,3,3
2021175,2021-07-04,72,72,18,3,4,6,7,8,62,15,3,4,6,7,8,52,12,3,4,6,7,8,42,9,3,4,6,7,8,32,8,3,4,6,7,8,22,6,3,5,6,6,6
2021176,2021-07-05,67,67,18,4,5,8,9,12,57,17,4,5,8,9,12,47,14,4,5,8,9,12,37,11,4,5,8,9,11,27,9,4,5,9,9,9,17,7,6,7,7,7,7
2021177,2021-07-06,68,68,16,5,5,7,8,11,58,15,5,5,7,8,11,48,13,5,5,7,8,11,38,10,5,5,7,8,10,28,8,5,5,7,8,8,18,3,2,3,3,3,3
2021178,2021-07-07,68,68,16,2,3,3,6,8,58,12,2,3,3,6,8,48,10,2,3,3,6,8,38,9,2,3,3,6,9,28,5,2,3,5,5,5,18,2,2,2,2,2,2
2021179,2021-07-08,69,69,17,2,5,8,9,9,59,15,2,5,8,9,9,49,12,2,5,8,9,9,39,10,2,5,8,9,10,29,7,2,5,7,7,7,19,4,2,4,4,4,4
2021180,2021-07-09,66,66,16,5,6,7,8,10,56,14,5,6,7,8,10,46,12,5,6,7,8,10,36,9,5,6,7,8,9,26,7,5,6,7,7,7,16,4,4,4,4,4,4
2021181,2021-07-10,69,69,16,3,3,3,4,7,59,13,3,3,3,4,7,49,9,3,3,3,4,7,39,7,3,3,3,4,7,29,6,3,3,4,6,6,19,3,3,3,3,3,3
2021182,2021-07-11,69,69,18,3,5,7,9,9,59,17,3,5,7,9,9,49,13,3,5,7,9,9,39,10,3,5,7,9,10,29,7,3,5,7,7,7,19,6,3,6,6,6,6
2021183,2021-07-12,65,65,16,6,7,8,9,11,55,16,6,7,8,9,11,45,12,6,7,8,9,11,35,10,6,7,8,9,10,25,9,6,7,9,9,9,15,6,6,6,6,6,6
2021184,2021-07-13,65,65,15,5,5,5,6,8,55,12,5,5,5,6,8,45,10,5,5,5,6,9,35,7,5,5,5,7,7,25,6,5,5,6,6,6,15,5,5,5,5,5,5
2021185,2021-07-14,66,66,17,7,8,8,9,10,56,15,7,8,8,9,10,46,11,7,8,8,9,10,36,9,7,8,8,9,9,26,8,7,7,7,8,8,16,7,7,7,7,7,7
2021186,2021-07-15,63,63,17,4,6,7,9,11,53,14,4,6,7,9,11,43,11,4,6,7,9,11,33,9,4,6,7,8,9,23,6,4,5,6,6,6,13,1,1,1,1,1,1
2021187,2021-07-16,68,68,18,4,5,6,8,9,58,14,4,5,6,8,9,48,11,4,5,6,8,9,38,9,4,5,6,8,9,28,6,4,5,6,6,6,18,6,5,6,6,6,6
2021188,2021-07-17,68,68,18,3,4,4,5,8,58,15,3,4,4,5,8,48,12,3,4,4,5,8,38,8,3,4,4,5,8,28,5,3,4,4,5,5,18,2,2,2,2,2,2
2021189,2021-07-18,71,71,18,4,6,7,7,9,61,16,4,6,7,7,9,51,13,4,6,7,7,9,41,9,4,6,7,7,9,31,7,4,6,7,7,7,21,3,3,3,3,3,3
2021190,2021-07-19,69,69,17,2,2,3,6,8,59,13,2,2,3,6,8,49,9,2,2,3,6,8,39,9,2,2,3,6,9,29,4,2,2,3,4,4,19,2,1,2,2,2,2
2021191,2021-07-20,71,71,18,3,4,5,6,9,61,14,3,4,5,6,9,51,11,3,4,5,6,9,41,9,3,4,5,6,9,31,6,3,4,5,6,6,21,4,3,4,4,4,4
2021192,2021-07-21,69,69,17,7,7,9,10,11,59,14,7,7,9,10,11,49,13,7,7,9,10,11,39,11,7,7,9,10,11,29,10,7,7,9,10,10,19,9,8,9,9,9,9
2021193,2021-07-22,64,64,17,5,7,10,12,14,54,16,5,7,10,12,14,44,15,5,7,10,12,14,34,12,5,7,10,11,12,24,9,5,8,9,9,9,14,4,4,4,4,4,4
2021194,2021-07-23,65,65,18,4,5,6,7,9,55,15,4,5,6,7,9,45,11,4,5,6,7,9,35,8,4,5,6,7,8,25,5,4,5,5,5,5,15,4,4,4,4,4,4
2021195,2021-07-24,69,69,18,2,3,4,7,8,59,13,2,3,4,7,8,49,11,2,3,4,7,8,39,8,2,3,4,7,8,29,4,2,3,4,4,4,19,2,1,2,2,2,2
2021196,2021-07-25,71,71,20,2,4,5,6,7,61,16,2,4,5,6,7,51,12,2,4,5,6,7,41,7,2,4,5,7,7,31,6,2,4,5,6,6,21,4,2,3,4,4,4
2021197,2021-07-26,72,72,18,3,5,6,6,9,62,15,3,5,6,6,9,52,13,3,5,6,6,9,42,9,3,5,6,6,8,32,7,3,5,6,6,7,22,3,3,3,3,3,3
2021198,2021-07-27,71,71,20,4,5,7,9,12,61,19,4,5,7,9,12,51,18,4,5,7,9,12,41,12,4,5,7,9,12,31,8,4,5,7,8,8,21,7,5,7,7,7,7
2021199,2021-07-28,68,68,15,6,6,7,8,11,58,14,6,6,7,8,11,48,13,6,6,7,8,11,38,10,6,6,7,8,10,28,7,6,6,7,7,7,18,6,6,6,6,6,6
